,Married,Number_of_Dependents,Tenure_in_Months,Phone_Service,Multipl_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Customer_Status
3508,No,0,60,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
3509,Yes,2,10,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3510,No,0,3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3511,No,0,32,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3512,No,0,35,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
3513,Yes,0,72,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,Stayed
3514,Yes,1,48,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card,Stayed
3515,Yes,0,32,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned
3517,No,0,7,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
3520,Yes,3,64,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
3522,No,0,41,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
3524,Yes,2,28,Yes,Yes,Yes,DSL,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,Stayed
3526,No,0,2,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3527,Yes,0,43,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
3528,Yes,2,58,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,Stayed
3529,Yes,1,66,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
3530,Yes,3,71,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
3533,Yes,0,31,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
3534,Yes,0,48,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed
3535,Yes,0,72,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
3536,Yes,0,72,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,Stayed
3537,Yes,0,54,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,Stayed
3539,Yes,0,60,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
3540,Yes,3,65,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
3542,No,1,37,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,Stayed
3543,No,0,4,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
3544,Yes,1,62,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Stayed
3545,No,0,52,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,Stayed
3548,No,0,12,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3550,No,0,2,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
3551,No,0,28,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,Stayed
3554,No,0,9,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,Churned
3555,Yes,0,71,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,Stayed
3557,No,0,13,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3558,Yes,0,51,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3559,No,0,20,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3560,Yes,0,18,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
3561,No,0,37,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
3562,No,0,50,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3564,Yes,0,36,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
3565,Yes,3,69,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,Stayed
3566,No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3567,Yes,1,72,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,Stayed
3568,Yes,0,71,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
3570,No,0,5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,Churned
3571,No,1,34,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3573,No,0,22,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3574,No,0,45,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3575,Yes,0,8,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3577,Yes,0,52,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3579,No,0,66,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,Stayed
3580,Yes,0,32,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
3581,No,0,12,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3582,Yes,1,32,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
3583,No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
3584,Yes,0,60,Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
3585,No,0,37,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
3588,Yes,0,65,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
3589,No,0,5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3590,No,0,16,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
3591,No,0,5,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3592,No,0,8,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
3594,No,0,57,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,Stayed
3595,No,0,4,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
3596,Yes,0,30,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,Stayed
3597,No,0,1,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3598,Yes,0,25,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3599,No,0,32,Yes,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3600,No,0,10,Yes,No,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,Stayed
3601,No,0,12,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Stayed
3602,No,1,14,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Stayed
3603,Yes,0,19,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
3604,Yes,0,41,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Stayed
3605,Yes,0,69,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,Churned
3606,No,0,69,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
3609,No,0,3,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
3610,Yes,0,11,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
3611,Yes,0,58,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,Stayed
3612,No,0,22,Yes,No,Yes,Cable,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3613,No,0,62,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,Churned
3614,Yes,0,7,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3615,Yes,1,61,Yes,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
3616,No,0,27,Yes,No,Yes,Cable,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Stayed
3617,No,0,53,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,Stayed
3618,No,3,19,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
3619,Yes,0,19,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
3621,Yes,0,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,Stayed
3622,Yes,0,17,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3623,Yes,2,70,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,Stayed
3625,Yes,3,69,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
3626,Yes,0,65,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Churned
3627,Yes,0,43,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
3630,Yes,0,61,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Churned
3633,Yes,3,52,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,Stayed
3635,No,0,33,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
3637,Yes,0,24,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned
3639,Yes,0,67,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,Stayed
3640,No,0,4,Yes,No,Yes,Cable,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned
3642,No,0,22,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
3643,Yes,0,66,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
3644,No,0,2,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
3645,No,0,2,Yes,No,Yes,Cable,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Churned
3646,No,0,1,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3647,Yes,0,71,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
3649,Yes,2,66,Yes,No,Yes,Cable,No,No,No,No,No,Yes,One Year,Yes,Credit Card,Stayed
3650,Yes,0,34,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
3651,Yes,0,47,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,Stayed
3652,Yes,0,69,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3653,No,0,70,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,Stayed
3657,No,3,41,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
3658,No,0,54,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3660,No,0,8,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
3661,No,0,12,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Churned
3663,Yes,0,21,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3664,Yes,0,12,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3665,Yes,3,25,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
3666,Yes,0,33,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,Stayed
3667,No,0,11,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,Stayed
3671,Yes,0,49,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3672,Yes,0,55,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3675,No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3676,Yes,0,4,Yes,No,Yes,Cable,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,Stayed
3678,No,0,4,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3682,No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
3683,No,0,1,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
3684,Yes,1,66,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
3686,Yes,0,2,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
3687,No,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
3688,No,0,16,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3689,Yes,3,27,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,Stayed
3691,Yes,0,3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3692,No,0,8,Yes,No,Yes,Cable,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3693,Yes,0,71,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
3694,Yes,0,9,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
3695,Yes,0,28,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,Churned
3696,Yes,0,3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned
3697,No,0,22,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,Churned
3698,No,0,63,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed
3699,No,0,34,Yes,No,Yes,DSL,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,Stayed
3700,No,0,46,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
3702,Yes,2,58,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,Stayed
3704,Yes,0,1,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,Churned
3705,No,0,22,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3707,Yes,1,8,Yes,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,Stayed
3708,Yes,3,24,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,Stayed
3709,No,0,1,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3711,No,0,14,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed
3712,No,0,6,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
3714,No,0,7,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3716,Yes,0,10,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
3717,No,0,20,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,Churned
3718,No,0,15,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed
3719,No,0,58,Yes,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,Stayed
3721,Yes,0,46,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed
3726,No,0,20,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Stayed
3728,No,0,21,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3729,No,0,49,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,Stayed
3730,No,0,47,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3731,No,1,13,Yes,No,Yes,Cable,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
3733,Yes,0,58,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
3735,No,0,2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
3736,Yes,0,60,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Stayed
3738,No,0,2,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,Churned
3739,No,0,51,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3741,No,0,12,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,Churned
3743,No,0,31,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3744,No,0,10,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Stayed
3745,Yes,0,41,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
3746,No,0,18,Yes,No,Yes,Cable,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,Stayed
3747,Yes,3,32,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,Stayed
3748,No,0,10,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Stayed
3749,No,0,49,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3752,Yes,0,72,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
3753,No,0,24,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed
3755,Yes,1,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,Stayed
3757,Yes,0,70,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,Stayed
3758,Yes,0,50,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed
3759,No,0,1,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Churned
3761,Yes,0,71,Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
3762,Yes,0,71,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed
3763,No,0,68,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,Stayed
3764,Yes,1,43,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,Stayed
3765,Yes,0,72,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed
3766,Yes,0,5,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3767,No,0,17,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,Stayed
3770,No,0,1,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned
3771,No,0,31,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,Stayed
3772,No,0,41,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed
3773,Yes,3,67,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed
3775,Yes,3,48,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Credit Card,Stayed
3776,No,0,1,Yes,No,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,Churned
3778,No,2,9,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned
3781,Yes,0,11,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed
3782,No,0,13,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,Stayed
3783,Yes,0,71,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed
3785,No,0,9,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned
3786,Yes,2,53,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,Stayed
3787,Yes,0,58,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned
3788,Yes,0,10,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,Stayed
